Date,Open,High,Low,Close,Adj Close,Volume
2020-10-21,24.899999618530273,24.899999618530273,24.700000762939453,24.7189998626709,24.7189998626709,3400
2020-10-22,25.559999465942383,25.559999465942383,25.540000915527344,25.549999237060547,25.549999237060547,2100
2020-10-23,25.15999984741211,25.350000381469727,25.1200008392334,25.329999923706055,25.329999923706055,29600
2020-10-26,24.850000381469727,24.920000076293945,24.290000915527344,24.68000030517578,24.68000030517578,237300
2020-10-27,24.43000030517578,24.540000915527344,24.43000030517578,24.457000732421875,24.457000732421875,1000
2020-10-28,24.1299991607666,24.139999389648438,23.649999618530273,23.670000076293945,23.670000076293945,58200
2020-10-29,23.829999923706055,24.219999313354492,23.829999923706055,24.1200008392334,24.1200008392334,200
2020-10-30,23.5,23.84600067138672,23.5,23.84600067138672,23.84600067138672,2300
2020-11-02,23.81100082397461,23.81100082397461,23.81100082397461,23.81100082397461,23.81100082397461,0
2020-11-03,24.219999313354492,24.229999542236328,24.149999618530273,24.19099998474121,24.19099998474121,2000
2020-11-04,24.479999542236328,24.479999542236328,24.149999618530273,24.15999984741211,24.15999984741211,39000
2020-11-05,24.56999969482422,24.8700008392334,24.450000762939453,24.479999542236328,24.479999542236328,134900
2020-11-06,24.229999542236328,24.229999542236328,23.6299991607666,23.649999618530273,23.649999618530273,22800
2020-11-09,24.969999313354492,25.75,24.969999313354492,25.43000030517578,25.43000030517578,16700
2020-11-10,25.450000762939453,26.350000381469727,25.43000030517578,26.270000457763672,26.270000457763672,278600
2020-11-11,26.34000015258789,26.489999771118164,26.229999542236328,26.389999389648438,26.389999389648438,36400
2020-11-12,26.040000915527344,26.280000686645508,25.360000610351562,25.670000076293945,25.670000076293945,304100
2020-11-13,26.09000015258789,26.229999542236328,26.030000686645508,26.1299991607666,26.1299991607666,51200
2020-11-16,26.690000534057617,27.229999542236328,26.549999237060547,26.8700008392334,26.8700008392334,412900
2020-11-17,26.639999389648438,27.40999984741211,26.43000030517578,27.34000015258789,27.34000015258789,405500
2020-11-18,27.43000030517578,27.850000381469727,26.950000762939453,26.959999084472656,26.959999084472656,525300
2020-11-19,26.940000534057617,27.700000762939453,26.84000015258789,27.68000030517578,27.68000030517578,120900
2020-11-20,27.3700008392334,27.65999984741211,27.329999923706055,27.500999450683594,27.500999450683594,19000
2020-11-23,28.479999542236328,28.68000030517578,28.43000030517578,28.601999282836914,28.601999282836914,18100
2020-11-24,29.739999771118164,29.93000030517578,29.65999984741211,29.711999893188477,29.711999893188477,62500
2020-11-25,29.420000076293945,29.729999542236328,29.329999923706055,29.559999465942383,29.559999465942383,27600
2020-11-27,29.225000381469727,29.225000381469727,29.225000381469727,29.225000381469727,29.225000381469727,0
2020-11-30,28.889999389648438,28.889999389648438,28.360000610351562,28.361000061035156,28.361000061035156,23100
2020-12-01,28.829999923706055,28.829999923706055,28.350000381469727,28.450000762939453,28.450000762939453,19100
2020-12-02,29.086000442504883,29.086000442504883,29.086000442504883,29.086000442504883,29.086000442504883,100
2020-12-03,29.604000091552734,29.604000091552734,29.604000091552734,29.604000091552734,29.604000091552734,0
2020-12-04,30.760000228881836,30.760000228881836,30.579999923706055,30.663999557495117,30.663999557495117,1300
2020-12-07,30.18000030517578,30.5,29.93000030517578,30.209999084472656,30.209999084472656,109400
2020-12-08,30.399999618530273,30.45800018310547,30.399999618530273,30.45800018310547,30.45800018310547,10700
2020-12-09,30.43000030517578,30.43000030517578,30.049999237060547,30.260000228881836,30.260000228881836,2300
2020-12-10,30.90999984741211,30.979999542236328,30.850000381469727,30.969999313354492,30.969999313354492,24000
2020-12-11,30.770000457763672,30.93000030517578,30.729999542236328,30.920000076293945,30.920000076293945,34900
2020-12-14,30.850000381469727,30.850000381469727,30.040000915527344,30.139999389648438,30.139999389648438,13900
2020-12-15,30.780000686645508,30.809999465942383,30.690000534057617,30.760000228881836,30.760000228881836,14700
2020-12-16,30.360000610351562,30.420000076293945,30.239999771118164,30.280000686645508,30.280000686645508,17400
2020-12-17,30.440000534057617,30.469999313354492,29.940000534057617,30.079999923706055,30.079999923706055,84200
2020-12-18,29.93000030517578,30.139999389648438,29.5,29.649999618530273,29.649999618530273,511800
2020-12-21,28.709999084472656,29.229999542236328,28.709999084472656,29.06999969482422,29.06999969482422,435700
2020-12-22,28.93000030517578,28.93000030517578,28.780000686645508,28.790000915527344,28.790000915527344,10400
2020-12-23,28.940000534057617,29.030000686645508,28.940000534057617,29.009000778198242,29.009000778198242,5100
2020-12-24,28.829999923706055,28.854000091552734,28.829999923706055,28.854000091552734,28.854000091552734,1000
2020-12-28,28.860000610351562,28.93000030517578,28.440000534057617,28.479000091552734,28.479000091552734,4500
2020-12-29,28.479999542236328,28.489999771118164,28.31999969482422,28.402999877929688,28.402999877929688,17400
2020-12-30,28.3700008392334,28.399999618530273,28.322999954223633,28.322999954223633,28.322999954223633,2200
2020-12-31,28.48699951171875,28.48699951171875,28.48699951171875,28.48699951171875,28.48699951171875,0
2021-01-04,28.301000595092773,28.301000595092773,28.301000595092773,28.301000595092773,28.301000595092773,0
2021-01-05,29.56999969482422,29.770000457763672,29.469999313354492,29.472000122070312,29.472000122070312,2800
2021-01-06,29.770000457763672,30.270000457763672,29.770000457763672,30.18000030517578,30.18000030517578,22600
2021-01-07,30.420000076293945,30.72100067138672,30.399999618530273,30.72100067138672,30.72100067138672,700
2021-01-08,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0
2021-01-11,30.743999481201172,30.743999481201172,30.743999481201172,30.743999481201172,30.743999481201172,100
2021-01-12,31.790000915527344,31.790000915527344,31.743999481201172,31.743999481201172,31.743999481201172,100
