Date,Open,High,Low,Close,Adj Close,Volume
2010-09-09,102.5,102.5,101.13999938964844,101.31999969482422,81.35079193115234,26500
2010-09-10,101.68000030517578,101.86000061035156,101.30000305175781,101.77999877929688,81.72014617919922,8600
2010-09-13,102.95999908447266,103.13999938964844,102.5,103.05999755859375,82.74787902832031,33750
2010-09-14,102.83999633789062,103.4800033569336,102.37999725341797,103.04000091552734,82.73180389404297,59400
2010-09-15,102.62000274658203,103.37999725341797,102.4000015258789,103.30000305175781,82.9405746459961,9250
2010-09-16,103.0199966430664,103.31999969482422,102.69999694824219,103.26000213623047,82.90846252441406,59550
2010-09-17,103.87999725341797,103.87999725341797,103.0199966430664,103.36000061035156,82.98873138427734,49350
2010-09-20,103.73999786376953,105.04000091552734,103.45999908447266,105.04000091552734,84.3376235961914,19000
2010-09-21,105.0199966430664,105.44000244140625,104.27999877929688,104.72000122070312,84.0806884765625,19250
2010-09-22,104.55999755859375,105.04000091552734,103.95999908447266,104.16000366210938,83.63106536865234,18100
2010-09-23,103.31999969482422,104.33999633789062,103.12000274658203,103.30000305175781,82.9405746459961,33350
2010-09-24,103.94000244140625,104.9000015258789,103.86000061035156,104.83999633789062,84.63421630859375,24100
2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,104.33999633789062,84.23058319091797,15000
2010-09-28,104.31999969482422,105.0199966430664,103.41999816894531,105.0199966430664,84.7795181274414,49850
2010-09-29,104.58000183105469,104.91999816894531,104.22000122070312,104.5199966430664,84.37589263916016,15900
2010-09-30,105.19999694824219,105.68000030517578,103.95999908447266,104.36000061035156,84.2467269897461,44750
2010-10-01,105.08000183105469,105.16000366210938,104.16000366210938,104.72000122070312,84.53733825683594,17100
2010-10-04,105.26000213623047,105.26000213623047,103.5,103.83999633789062,83.82697296142578,88700
2010-10-05,105.0199966430664,106.19999694824219,104.81999969482422,106.12000274658203,85.66751861572266,19850
2010-10-06,106.12000274658203,106.27999877929688,105.62000274658203,105.94000244140625,85.5221939086914,276900
2010-10-07,106.5,106.5,105.31999969482422,105.87999725341797,85.47374725341797,49900
2010-10-08,106.0199966430664,106.73999786376953,105.66000366210938,106.68000030517578,86.11959838867188,61550
2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,106.5,85.97428894042969,14200
2010-10-12,106.37999725341797,107.23999786376953,105.73999786376953,107.12000274658203,86.47482299804688,42050
2010-10-13,107.58000183105469,108.27999877929688,107.23999786376953,107.76000213623047,86.99143981933594,74450
